package_name,download_count
adbutils,29981
logging-tree,29973
yeref,29970
ghome-foyer-api,29966
logdna,29961
yourbase,29953
horovod,29934
wavedrom,29932
dask-ml,29916
simple-di,29913
numpyencoder,29900
dartsclone,29893
whitebox,29890
pydoclint,29889
django-apscheduler,29889
MDAnalysis,29886
mosaicml-cli,29877
mkl-include,29864
py-rust-stemmers,29863
pgcopy,29861
sqlalchemy-citext,29858
minijinja,29853
pycel,29847
lookml,29834
enmerkar,29832
ttkbootstrap,29817
onnx2torch,29815
mslex,29813
niapy,29810
cymruwhois,29780
colcon-output,29774
cdktf-cdktf-provider-aws,29764
sec-api,29760
colcon-notification,29752
click-completion,29737
colcon-recursive-crawl,29728
pyuegc,29725
ovos-utils,29721
pypiserver,29714
tencentcloud-sdk-python-ba,29709
semantic-router,29708
marrow.interface,29707
aiohttp-session,29705
django-statsd,29703
sslyze,29680
poster3,29673
iterative-ensemble-smoother,29666
colcon-package-selection,29666
ci,29656
panoptes-client,29653
colcon-library-path,29653
django-cache-url,29652
firebolt-sdk,29648
azure-mgmt-deploymentmanager,29619
onnx2tf,29614
colcon-package-information,29613
pyscard,29604
sb3-contrib,29600
oslo.upgradecheck,29599
sphinx-immaterial,29594
pyscf,29581
resdata,29574
cirq-pasqal,29566
cyvcf2,29565
pycadf,29556
posthoganalytics,29554
aws-cdk.aws-codepipeline,29554
tsplib95,29530
dataclasses-jsonschema,29526
is-disposable-email,29513
cpm-kernels,29508
textx,29507
api-insee,29491
colcon-defaults,29485
trame-vtk,29480
pytest-mysql,29460
aws-cdk.aws-fsx,29460
dash-renderer,29450
vermin,29448
itk-io,29442
dbnd-spark,29425
drf-flex-fields,29395
requests-flask-adapter,29389
distinctipy,29387
django-cachalot,29386
colcon-powershell,29377
Sphinx-Substitution-Extensions,29376
python-barbicanclient,29373
s3urls,29363
colcon-parallel-executor,29348
pytest-eventlet,29341
decorating,29337
ipynbname,29328
colcon-common-extensions,29316
colcon-metadata,29311
supervisor-stdout,29302
djhtml,29301
kaldi-python-io,29293
stempeg,29285
colbert-ai,29270
openmeteo-sdk,29260
devcron,29245
aspy.refactor-imports,29232
aws-cdk.aws-imagebuilder,29230
mog-commons,29226
museval,29219
easy-enum,29218
ultimate-hosts-blacklist-test-launcher,29210
passwordgenerator,29168
percy-appium-app,29167
streamlit-profiler,29165
musdb,29145
colcon-pkg-config,29135
jdatetime,29133
sagemaker-pyspark,29128
wtforms-validators,29123
vale,29121
ultimate-hosts-blacklist-whitelist,29118
opencensus-ext-flask,29116
ebaysdk,29113
pystyle,29091
itk-core,29087
pysrt,29082
bigframes,29072
ezodf,29071
spyder,29059
DatastreamPy,29059
neverbounce-sdk,29058
opencensus-ext-stackdriver,29047
sdmetrics,29027
redis-om,29007
free-proxy,28998
id,28987
django-recurrence,28984
setuptools-git-version,28963
simhash,28962
eight,28947
pycapnp,28938
pwntools,28924
get-docker-secret,28908
ipinfo,28907
pyrender,28903
bencode2,28898
skyfield-data,28898
session-info,28886
pytest-emoji,28884
langchain-mongodb,28878
redash-toolbelt,28861
livekit,28851
open-webui,28836
django-push-notifications,28836
tfa-nightly,28834
rst2pdf,28831
clip-interrogator,28814
django-maintenance-mode,28808
stldecompose,28797
reretry,28791
Mosek,28753
covid-shared,28738
itk-filtering,28733
drf-exceptions-hog,28733
lusid-sdk-preview,28725
exa-py,28723
mlserver-mlflow,28722
scikit-ued,28721
face-recognition-models,28712
hyperleaup,28698
dict-plus,28696
pytest-homeassistant-custom-component,28693
rctogether,28686
aws-cdk.aws-kinesisanalytics-flink-alpha,28678
requests-ntlm2,28668
openmeteo-requests,28668
sigmatools,28648
trainer,28635
composio-core,28625
pep562,28587
sphinx-issues,28575
pandas-access,28562
pccm,28558
neo,28557
Flask-Celery,28545
elasticsearch5,28544
neptune-fetcher,28526
pyinterval,28520
fastapi-restful,28507
eks-token,28499
OdooRPC,28490
qemu.qmp,28484
xpress,28477
starlette-admin,28462
dash-testing-stub,28447
zen-engine,28441
lastversion,28421
myhdl,28417
clang-tidy,28410
cwrap,28391
ccimport,28378
apysc,28369
sphinxcontrib.applehelp,28365
XSDreg,28345
wait-for-it,28337
suds-bis,28335
random2,28327
tiledb,28326
localtileserver,28321
podcastparser,28317
matplotlib-venn,28315
ctgan,28311
arm-pyart,28310
public,28307
asdf-astropy,28300
fireworks-ai,28277
rasa-core,28275
ai21,28272
pyrabbit,28267
statshog,28250
xpinyin,28235
pyjanitor,28234
py-memoize,28224
python-must,28220
kthread,28195
django-mock-queries,28188
robotframework-sudslibrary-aljcalandra,28175
sagemaker-feature-store-pyspark,28165
qianfan,28160
jsoncsv,28146
literalai,28145
knockapi,28135
itk-numerics,28133
scikit-posthocs,28131
Sift,28126
blackfire,28125
structsolve,28117
django-graphql-jwt,28115
django-redis-cache,28113
FlagEmbedding,28109
fbscribelogger,28085
dynamodb-encryption-sdk,28070
rebound,28047
fsd,28039
opentelemetry-instrumentation-anthropic,28034
translate-toolkit,28033
taskflow,28031
urlpath,28014
jupyter-bokeh,27988
scaleapi,27987
pyquil,27987
whois,27974
cs,27972
aiodebug,27966
aioprometheus,27962
strsim,27959
gsheetsdb,27951
unix-ar,27948
mgzip,27930
ipyslickgrid,27918
mparticle,27917
compas,27902
histomicstk,27897
pyorbital,27893
google-cloud-sqlcommenter,27878
crazy-thursday,27876
pytest-raises,27873
pytest-tornasync,27866
tinybird-cdk,27864
md2py,27849
basemap-data,27837
leidenalg,27819
MAPIE,27807
globus-sdk,27767
nuscenes-devkit,27750
traceml,27742
Geode-Background,27730
mjml,27704
pyink,27696
xclim,27678
iocextract,27664
itk,27657
django-filer,27654
wikipedia-api,27646
update,27633
pytest-xvfb,27622
types-aiobotocore-cognito-idp,27620
spidev,27611
snowflake-cli-labs,27607
llama-index-vector-stores-qdrant,27605
finbourne-access-sdk,27605
pylibdmtx,27600
grpcio-opentracing,27598
mkdocstrings-python-legacy,27591
qiskit-ibmq-provider,27590
noiseprotocol,27589
notify2,27587
licensecheck,27578
django-pgactivity,27575
label-studio-sdk,27569
contrast-agent-lib,27564
mercurial,27563
kappa,27561
e2b-code-interpreter,27551
bleach-allowlist,27547
django-impersonate,27539
rawpy,27532
spark-parser,27529
color-operations,27517
Selenium-Screenshot,27510
aioftp,27509
prophecy-libs,27503
deepchem,27494
sib-api-v3-sdk,27494
spyne,27491
PyArabic,27476
mkdocs-toc-sidebar-plugin,27475
django-pglock,27465
vcstool,27454
adrf,27452
geonamescache,27450
qwen-vl-utils,27444
datedelta,27421
migen,27421
reuse,27399
fluent.syntax,27385
azure-ml-component,27377
PyXB,27370
dagster-airbyte,27355
tencentcloud-sdk-python-market,27333
magicalimport,27320
wagon,27300
ema-pytorch,27299
serpyco-rs,27298
aws-sso-util,27298
azure-search,27284
pycld3,27283
semantic-link-sempy,27280
arcgis,27270
loralib,27267
langchain-elasticsearch,27259
geoip2fast,27250
pydantic-collections,27234
pytorch-pretrained-bert,27215
dirsync,27212
aioextensions,27210
twisted-iocpsupport,27204
infisical-python,27185
http3,27180
azure-appconfiguration-provider,27175
mudata,27167
azure-databricks-api,27157
dj-email-url,27154
skforecast,27148
kivy-deps.sdl2,27132
cmasher,27128
apache-airflow-providers-ydb,27125
basepair,27114
windows-curses,27084
shutilwhich,27083
flair,27079
ROPGadget,27078
scalene,27069
pytils,27062
flake8-typing-imports,27050
pymobiledetect,27050
pettingzoo,27046
dictor,27041
tencentcloud-sdk-python-api,27032
pyflux,27022
coverage-enable-subprocess,27014
pykafka,27011
pykube-ng,27011
opentelemetry-instrumentation-sklearn,27005
django-weasyprint,27001
cli-ui,26998
AutoROM,26988
trakt.py,26985
ipydatawidgets,26975
pickley,26968
FastWARC,26968
types-jwt,26967
starlette-prometheus,26956
finlab,26949
django-rest-multiple-models,26948
scikit-surprise,26941
photutils,26936
pymorphy3-dicts-ru,26935
jupyter-sphinx,26914
dash-cytoscape,26886
django-staff-sso-client,26869
descope,26855
PubChemPy,26854
conda,26849
FlexGet,26837
cachettl,26833
cloudfoundry-client,26828
2to3,26827
tencentcloud-sdk-python-advisor,26821
pyhs2,26812
kolo,26799
tensorflow-ranking,26796
pykalman,26786
neptune-api,26782
lseg-data,26772
yamlpath,26765
aristaproto,26763
sphinxcontrib.datatemplates,26758
django-bootstrap-form,26727
fontawesomefree,26721
fastapi-filter,26704
pycausalimpact,26697
eml-parser,26659
asdf-coordinates-schemas,26647
astronomer-providers,26647
ansible-modules-hashivault,26645
basistheory,26638
llama-index-readers-s3,26635
plantuml,26631
wmill-pg,26617
pytest-integration,26603
phaxio,26603
vega-datasets,26594
spyder-kernels,26590
rjieba,26580
reuters-style,26559
ipsos-credibility-interval,26536
py-zipkin,26528
large-image,26525
typing-compat,26523
atcf-data-parser,26516
daemonize,26513
cdo-sdk-python,26511
git-url-parse,26511
deepsearch-glm,26501
sp-variant,26495
Geode-Common,26473
bapy,26451
inference-cli,26432
pytest-circleci-parallelized,26431
pygtrans,26431
frappe-bench,26431
parameters-validation,26403
djangorestframework-filters,26367
fhconfparser,26358
aws-cdk.aws-events-targets,26355
itk-segmentation,26345
pyproject-fmt,26322
wavefront-sdk-python,26320
djangorestframework-jsonapi,26319
on-rails,26307
pytextrank,26303
flashlight-text,26293
trianglesolver,26290
repartipy,26270
py3nvml,26266
tflite-support,26257
minilog,26233
cwl-utils,26231
pulumi-azuread,26230
leafmap,26228
edx-django-utils,26226
log-with-context,26203
fonts,26201
fastkml,26196
xgbse,26191
python-gerrit-api,26183
pyteal,26182
itk-registration,26181
Locales,26153
pyradamsa,26140
qualname,26133
Flask-SSLify,26132
prefect-ray,26131
opencensus-ext-sqlalchemy,26129
tinytuya,26124
SQLAlchemy-Utc,26122
hyppo,26121
dbutils-typehint,26114
llama-index-vector-stores-chroma,26102
pytest-astropy,26102
cocotb,26099
pyopencl,26091
milvus,26090
haystack-pydoc-tools,26086
sdv,26081
auto-gptq,26075
launchpadlib,26070
sphinxcontrib-programoutput,26069
types-docker,26067
django-celery-email,26062
libucx-cu11,26056
pilgram,26038
aws-cdk.aws-s3-notifications,26037
aws-cdk.aws-kinesisfirehose,26026
deepecho,26023
datafiles,26007
domaintools-api,25994
super-gradients,25981
nbdev,25972
maggma,25969
streamlit-drawable-canvas,25959
cqlsh,25957
tlslite-ng,25949
proces,25934
pythreejs,25931
dask-glm,25927
fastapi-health,25913
jupyter-telemetry,25909
supermorecado,25882
llama-index-readers-web,25880
python-nomad,25873
ngrok,25869
transformer-smaller-training-vocab,25859
parquet-metadata,25859
llama-index-llms-anthropic,25855
tencentcloud-sdk-python-dtf,25850
pyreadr,25829
fdasrsf,25828
dmiparser,25805
rensa,25800
evervault-attestation-bindings,25784
gluoncv,25783
fiftyone-brain,25771
tap.py,25769
opentelemetry-exporter-zipkin-proto-http,25729
llama-index-vector-stores-weaviate,25728
filehash,25709
schedula,25702
vosk,25689
snoop,25680
rbx,25677
higher,25676
dci-utils,25659
vcver,25641
toml-cli,25638
json-logging-py,25635
aws-parallelcluster,25635
pylas,25620
python-designateclient,25616
spacy-wordnet,25608
tarsafe,25607
laboratory,25596
build123d,25595
types-waitress,25595
ioc-finder,25594
py-lib3mf,25593
typer-cli,25574
datadog-cdk-constructs-v2,25565
mp-api,25562
django-sql-explorer,25556
redmail,25552
jedi-language-server,25539
mmtf-python,25531
ocpsvg,25529
protoc-wheel-0,25517
interruptingcow,25508
file-read-backwards,25503
can-isotp,25500
govee-api-laggat,25498
datatile,25495
lzstring,25488
DALL-E,25486
pytest-astropy-header,25486
amazon-braket-sdk,25481
aws-opentelemetry-distro,25468
uiautomator2,25453
ocpp,25453
multiline-log-formatter,25446
requests-negotiate-sspi,25438
csv-diff,25437
get-video-properties,25419
apischema,25402
nonebug,25384
aws-cdk.aws-cognito-identitypool-alpha,25380
awscli-plugin-s3-proxy,25373
tmnt,25362
plette,25359
hashin,25356
django-compat,25349
timespans,25334
django-watchman,25314
nvitop,25313
ai21-tokenizer,25309
herbie-data,25309
django-guid,25305
pyCalverter,25296
avro-validator,25295
django-q,25288
efficientnet,25269
connector-py,25262
ruamel.yaml.string,25260
functools,25260
pymantic,25251
cdktf-cdktf-provider-newrelic,25251
azure-mgmt-kubernetesconfiguration,25245
flake8-picky-parentheses,25237
bnnumerizer,25227
df2gspread,25214
marimo,25210
ipex-llm,25207
onnxruntime-extensions,25179
zeroize,25175
pyromark,25170
colcon-bash,25168
wolframalpha,25155
fluentcheck,25151
tacacs-plus,25148
automaton,25133
typedpy,25109
qcs-sdk-python,25107
FixedWidth,25105
torchao,25096
appdynamics,25088
litex,25088
fbmessenger,25081
minrecord,25061
lazr.restfulclient,25055
evervault,25053
PyVISA-sim,25049
pyobjc-framework-CoreMIDI,25048
dragonfly-energy,25045
fair-esm,25041
stellar-sdk,25029
pytest-ruff,25024
pycoin,25017
pandas-summary,25001
Phidget22Native,24989
scikit-fuzzy,24987
hera,24977
nanopb,24973
code-annotations,24971
tooz,24966
opentelemetry-exporter-zipkin,24966
excelrd,24961
eel,24958
sceptre,24950
bencode.py,24940
simdkalman,24939
mdformat-footnote,24930
azureml-designer-serving,24926
pyspark-extension,24925
pypi-json,24923
imgui,24921
django-enumfields,24918
sphinxcontrib-runcmd,24912
kivy-deps.angle,24893
mkdocs-git-revision-date-plugin,24891
dbt-copilot-python,24889
ach,24888
cumm-cu120,24874
asgi-tools,24872
pygaljs,24869
whiteboxgui,24861
bigquery-magics,24859
graspologic,24857
et,24855
flake8-colors,24848
aqtp,24836
gmr,24835
tree-sitter-java,24820
livekit-agents,24816
ert,24810
Pint-Pandas,24810
cuid,24806
PyLTI1p3,24803
zlib-state,24796
flake8-import-restrictions,24787
vici,24782
podman,24765
edk2-pytool-extensions,24759
colcon-zsh,24747
django-ninja-extra,24745
flake8-gl-codeclimate,24723
docopts,24714
pyScss,24692
pytest-jira-xray,24684
django-redis-sessions,24682
colcon-cd,24674
supervisely,24650
jax-jumpy,24650
bogons,24647
neptune-scale,24644
nylas,24621
sphinx-panels,24619
wapi-python,24612
json-e,24611
color-matcher,24606
causalimpact,24593
mordred,24586
django-defender,24582
nslookup,24576
bm25s,24576
dargs,24574
jupyter-black,24567
kivy-deps.glew,24563
pyxlsx,24563
atomic-bomb-engine,24558
django-log-formatter-asim,24554
aws-cdk.aws-batch-alpha,24540
matrix-synapse,24525
pySmartDL,24521
spconv-cu120,24519
volatile,24506
wadllib,24506
python-libpython-debian-bin,24484
pypi,24472
types-networkx,24469
pip-review,24446
datetime-parser,24444
cypari2,24442
composio-langchain,24440
njsscan,24392
business-rules,24391
ome-zarr,24383
molecule-docker,24378
astatine,24375
djangorestframework-datatables,24372
aaargh,24370
countryinfo,24362
database-sanitizer,24359
django-dynamic-fixture,24358
mscerts,24356
fake-headers,24337
django-sql-utils,24336
sphinxcontrib-openapi,24326
angr,24320
jenkspy,24311
South,24299
datacorecommon,24295
colcon-argcomplete,24294
oil-reservoir-synthesizer,24288
jupyter-http-over-ws,24288
pynamodb-attributes,24287
sling,24286
yubikey-manager,24286
mujoco-py,24286
asv,24281
ml-metadata,24281
leval,24276
zerobouncesdk,24271
poetry-dotenv-plugin,24263
BiblioPixelAnimations,24260
json-logic-qubit,24258
mdx-breakless-lists,24249
desert,24237
instaloader,24235
sanic-jwt,24235
flake8-pyi,24218
unitycatalog,24210
dora-search,24200
deprecation-alias,24198
diff-pdf-visually,24198
ps-mem,24194
vat-utils,24192
braintrust,24186
subgrounds,24171
SoundCard,24164
beancount-hypothesis,24163
datapackage,24159
tencentcloud-sdk-python-aa,24158
inscribe,24157
flake8-pydocstyle,24157
legacy-cgi,24154
pyshacl,24098
dagster-msteams,24095
torchx-nightly,24082
runcommands,24074
flake8-breakpoint,24071
Quaternion,24056
k-diffusion,24056
oslo.reports,24043
djongo,24042
warc3-wet,24038
whenever,24022
gzutils,24005
pyone,24002
appdirs-stubs,24001
devpi-server,24001
py-dmidecode,23999
CouchDB,23990
windmill,23989
cdk-secret-manager-wrapper-layer,23989
reverse-geocode,23988
Flask-API,23985
cigam,23980
flake8-markdown,23964
GPyOpt,23959
simple-crypt,23954
django-queryable-properties,23952
evtx,23946
sdnotify,23946
asysocks,23940
sarge,23934
validate-pyproject,23934
pylibjpeg-openjpeg,23895
python-language-server,23895
pydargs,23891
opencensus-ext-threading,23890
kaldi-io,23879
hanzidentifier,23870
font-roboto,23866
normality,23863
rwslib,23858
splitio-client,23856
pytest-picked,23853
mod-wsgi,23846
androguard,23837
django-libsass,23835
confusable-homoglyphs,23831
alpaca-py,23828
notify-py,23822
tuf,23806
dataclasses-json-speakeasy,23804
fontawesome-markdown,23799
tlslite,23776
adversarial-robustness-toolbox,23772
consolekit,23760
aiorun,23749
docling-ibm-models,23741
solace-pubsubplus,23741
python-sonarqube-api,23736
wkhtmltopdf,23728
chart-studio,23725
CJKwrap,23720
aspose-words,23716
mozilla-version,23715
awxkit,23709
ghstack,23709
SafoneAPI,23686
QtAwesome,23680
autoawq,23671
testinfra,23665
scrapingbee,23658
attributes-doc,23656
rsconnect-python,23655
mrmr-selection,23649
pyobjc-framework-FileProvider,23643
semantic-kernel,23642
JHI-DatabricksEnvironment,23642
filigran-sseclient,23641
streamlit-cookies-controller,23631
youtube-search-python,23628
kodexa,23606
pinecone-text,23605
naruno,23602
pymongoarrow,23589
django-rich,23580
sphinxext-rediraffe,23576
cheap-repr,23575
environ-config,23573
edx-drf-extensions,23572
zulip,23570
ovh,23568
jupyter-resource-usage,23565
application-properties,23564
montecarlodata,23541
msedge-selenium-tools,23541
swarms,23527
markdown-strings,23525
azureml-automl-runtime,23506
ctparse,23505
django-log-formatter-ecs,23504
dask-kubernetes,23496
kubi-ecs-logger,23492
mcap-ros1-support,23488
tencentcloud-sdk-python-pds,23486
dagster-fivetran,23477
pandas-redshift,23470
conjure-python-client,23458
com.wyattbaldwin.cached-property,23455
teslajsonpy,23448
cryptocode,23444
sphinxcontrib.jquery,23439
authzed,23432
apache-airflow-providers-apache-iceberg,23431
CausalInference,23431
tesserocr,23429
naruno-remote-app,23428
google-cloud-bigquery-datapolicies,23428
naruno-api,23425
django-cms,23421
exact-cover,23420
django-ckeditor-5,23419
dctorch,23407
json2table,23400
ensure,23398
rockset,23386
PyMCubes,23373
aeppl,23370
pyobjc-framework-CoreMotion,23361
qiskit-algorithms,23347
cloud-tpu-client,23340
fastapi-users-db-sqlalchemy,23339
ropt,23331
ydf,23327
sailthru-client,23325
ndicts,23312
zhinst-timing-models,23312
decentriq-dcr-compiler,23306
databricks-automl-runtime,23296
dycw-utilities,23292
python-ffmpeg,23289
squareup,23281
swimlane-connector-utilities,23281
pymorphy3,23278
pyobjc-framework-Metal,23267
idf-build-apps,23256
eventregistry,23243
fast-json,23242
pymem,23229
PyPrind,23225
jxmlease,23225
trec-car-tools,23224
akeyless,23208
promptflow-azure,23199
syncer,23198
django-filter-stubs,23194
whispers,23193
dictknife,23192
stream-chat,23180
mecab-ko,23176
cosl,23175
keyrings-envvars,23168
pylibjpeg-libjpeg,23168
dbt-sqlserver,23126
mct-nightly,23113
bing-image-urls,23113
contrast-fireball,23106
pyinstrument-cext,23100
drf-orjson-renderer,23096
shortid,23087
puresnmp,23082
sphinxcontrib-youtube,23078
ecmwf-api-client,23064
xw-utils,23061
traceloop-sdk,23048
blurhash,23042
custatevec-cu12,23028
nostradamus,23022
trio-chrome-devtools-protocol,23019
xsd-validator,22999
b2,22999
PyPDF3,22981
Geode-Conversion,22967
python-intercom,22964
tbump,22960
okonomiyaki,22951
deciphon-core,22950
libdeeplake,22948
lyricwikia,22937
smartninja-nosql,22933
iyzipay,22925
airbyte-protocol-models-dataclasses,22922
langchain-unstructured,22913
facenet-pytorch,22911
spacy-language-detection,22904
keras-cv,22903
eip712,22897
pip-chill,22894
formulas,22886
zhdate,22885
nvidia-stub,22885
BiblioPixelTriggers,22870
mkdocs-table-reader-plugin,22855
fastecdsa,22850
polars-u64-idx,22845
django-notifications-hq,22840
pecan,22836
libnacl,22836
mandrill,22830
django-extra-views,22828
xradar,22822
yang.connector,22819
pytrec-eval,22815
samplerate,22813
phantom-types,22812
botbuilder-dialogs,22806
dedupe-variable-datetime,22805
python-binary-memcached,22798
static3,22783
gibberish-detector,22781
py3dbp,22771
ddddocr,22769
djangocms-admin-style,22763
ipydagred3,22743
arcgis2geojson,22733
ioc-fanger,22728
sng4onnx,22712
docling-core,22702
JAEN,22702
celery-once,22659
scikit-learn-extra,22659
dj-static,22657
cutensornet-cu12,22653
oslo.versionedobjects,22631
cwl-upgrader,22628
pyasn,22627
django-audit-log-middleware,22618
woothee,22612
lamin-utils,22612
cutensor-cu12,22611
cdk-lambda-layer-curl,22611
u8darts,22596
tencentcloud-sdk-python-lowcode,22589
edlib,22584
youtokentome,22581
RelevanceAI-dev,22577
PennyLane,22567
python-nginx,22564
spark-testing-base,22544
dqrobotics,22523
py-trees,22507
mediafile,22500
zhinst-core,22499
google-cloud-bigquery-connection,22496
flake8-block-comment,22484
boston,22484
zenroom,22479
autotrain-advanced,22479
types-confluent-kafka,22476
django-ranged-response,22473
causalmodels,22470
hdwallet,22460
newversion,22451
temperature,22446
marketorestpython,22445
phone-gen,22439
torchrl-nightly,22438
hatch-jupyter-builder,22438
argparse-logging,22437
rudder-sdk-python,22434
flake8-copyright,22423
pyats.log,22416
docutils-stubs,22412
gitman,22399
sportsreference,22394
aws-cdk.aws-apigatewayv2-alpha,22391
spafe,22383
python-jsonrpc-server,22374
edx-rest-api-client,22361
warrant,22356
torchlayers-nightly,22355
pickle-mixin,22352
eyed3,22345
identity,22341
dominodatalab,22339
Mastodon.py,22338
cdk-common,22328
t61codec,22310
pydantic-numpy,22309
darker,22306
large-image-source-ometiff,22301
snscrape,22297
sigstore,22283
geotext,22276
betfairlightweight,22270
spint,22267
dbt-osmosis,22264
simplesat,22262
hbmqtt,22257
butterfree,22248
astutils,22247
dbnd-airflow,22241
cn2an,22240
netsuite,22238
pyobjc-framework-AudioVideoBridging,22232
get-html,22228
e3nn,22228
flask-cognito-lib,22216
spvcm,22212
mocker,22209
mitogen,22204
pysnowflake,22204
recognizers-text,22202
drf-dynamic-fields,22198
fabric2,22179
lesscpy,22171
python-redis-cache,22162
mailosaur,22151
datadiff,22146
jinja-partials,22145
s5cmd,22144
pyats,22143
tftpy,22140
numerary,22139
robyn,22136
box-sdk-gen,22132
pypolyline,22120
neuralprophet,22114
snowflake-ingest,22113
fiftyone,22107
django-dramatiq,22104
jupyter-kernel-gateway,22097
pyobjc-framework-MetalKit,22097
asdf-wcs-schemas,22091
unicon.plugins,22085
pytest-html-reporter,22083
c2cciutils,22075
carolina,22071
numbagg,22065
py3dns,22063
tencentcloud-sdk-python-aai,22054
distro-info,22050
astrapy,22046
pyobjc-framework-MetalPerformanceShaders,22036
recognizers-text-number,22026
recognizers-text-date-time,22020
pyobjc-framework-AuthenticationServices,22013
uncompyle6,22009
ropt-dakota,22008
recognizers-text-number-with-unit,22007
pyobjc-framework-Speech,22006
pyobjc-framework-OSLog,22003
panda,22000
fastcrc,21988
universal-startfile,21988
dwave-preprocessing,21988
inference-sdk,21986
pgi,21985
pyrfc,21984
pyobjc-framework-PushKit,21979
aws-cdk.aws-codedeploy,21977
pyobjc-framework-SystemExtensions,21970
pyobjc-framework-AutomaticAssessmentConfiguration,21963
voxel51-eta,21955
graspologic-native,21954
openfeature-sdk,21951
flake8-coding,21950
arro3-core,21948
pylcs,21945
pylint-quotes,21939
flask-paginate,21938
metamaska,21936
canonicaljson,21936
django-cprofile-middleware,21928
efel,21925
cucumber-tag-expressions,21920
sweetviz,21917
vyper,21915
indexed-gzip,21914
array-api-strict,21901
recognizers-text-choice,21899
temp,21895
cdk-serverless-clamscan,21887
pyobjc-framework-FileProviderUI,21878
civis,21872
pyobjc-framework-CoreHaptics,21872
dj-inmemorystorage,21871
django-auth-adfs,21857
pyobjc-framework-SoundAnalysis,21849
pybigquery,21847
streamlit-pdf-viewer,21846
pyobjc-framework-PencilKit,21845
braintrust-core,21843
bpemb,21834
qutip,21830
pyobjc-framework-LinkPresentation,21830
pyobjc-framework-ExecutionPolicy,21827
dd,21824
aiooss2,21823
pyprobables,21821
PyRSMQ,21821
pyobjc-framework-UniformTypeIdentifiers,21819
mypy-zope,21812
cdk8s-plus-22,21807
pyobjc-framework-DeviceCheck,21804
quil,21801
types-aiobotocore-kms,21799
pyobjc-framework-QuickLookThumbnailing,21795
dicttoxml2,21794
abstra,21791
Adyen,21790
httplib2shim,21788
pyobjc-framework-MetricKit,21783
Pyrebase4,21782
flake8-executable,21781
boto3-stubs-full,21777
aws-cdk.aws-codepipeline-actions,21776
urbanairship,21759
s2clientprotocol,21757
pyobjc-framework-libxpc,21751
peopledatalabs,21747
configalchemy,21745
pyseto,21744
pyobjc-framework-IntentsUI,21744
liger-kernel,21739
clize,21735
bio-grumpy,21727
dcor,21718
genie,21714
eodc-faas-openeo,21709
pyobjc-framework-ShazamKit,21703
mapbox,21701
pyobjc-framework-IOBluetooth,21700
dockerspawner,21694
power-grid-model,21689
yahoo-finance,21682
devicetree,21670
tantivy,21669
oneagent-sdk,21664
murano-pkg-check,21663
FastAPI-SQLAlchemy,21660
django-graphiql-debug-toolbar,21656
pyobjc-framework-PassKit,21644
pyats.utils,21642
pyobjc-framework-ClassKit,21638
aiodynamo,21636
pyobjc-framework-ReplayKit,21636
sparganothis-vim,21631
etcd3,21630
kubernetes-validate,21628
pyobjc-framework-Virtualization,21618
pytest-error-for-skips,21615
pyobjc-framework-Accessibility,21606
ml-goodput-measurement,21605
apimatic-core,21593
win-inet-pton,21591
pythena,21575
pycstruct,21567
streamlit-tags,21565
storable,21564
databricks-dlt,21564
aimrocks,21559
types-aiobotocore-sts,21556
django-qr-code,21554
aliyun-python-sdk-alimt,21553
oslo.rootwrap,21546
uiautomation,21540
ace-tools,21535
pyattest,21533
pulsectl,21521
flytekitplugins-pod,21512
pytest-console-scripts,21509
pytorch-revgrad,21506
pyats.aereport,21499
aioimaplib,21494
atom,21493
pyobjc-framework-IOBluetoothUI,21490
pyobjc-framework-MetalPerformanceShadersGraph,21489
databento-dbn,21486
pytest-reraise,21485
zipfile2,21481
pywebview,21481
pyobjc-framework-UserNotificationsUI,21471
pyobjc-framework-ScreenTime,21466
openshift-client,21459
pyobjc-framework-CallKit,21457
pyobjc-framework-KernelManagement,21457
pyobjc-framework-ScreenCaptureKit,21455
castellan,21454
pyobjc-framework-AppTrackingTransparency,21454
pydoop,21452
pyobjc-framework-MLCompute,21452
timezonefinderL,21451
sentence-splitter,21448
alphafold-colabfold,21448
django-slack,21432
PyPDF4,21428
properties,21428
pyobjc-framework-AdServices,21411
python-ironicclient,21401
pyctcdecode,21386
django-timestampable,21380
pulumi-aws-native,21373
ailever,21365
asciidoc,21359
GridDataFormats,21357
timeflake,21340
flake8-assertive,21337
datalab,21324
ifcfg,21314
OZI,21303
pyplexity,21298
dom-toml,21289
json-diff,21281
django-scim2,21274
pyats.async,21269
pyshortcuts,21267
bottle-websocket,21261
cronex,21256
celery-progress,21256
marshmallow-polyfield,21246
globre,21242
pyats.datastructures,21241
snowflake-connector-python-nightly,21240
harness-featureflags,21226
WooCommerce,21221
md2cf,21212
dissect.cstruct,21210
crispy-bootstrap3,21206
rest-framework-generic-relations,21195
pretty-poly,21188
zepid,21184
flatpack,21184
abqpy,21182
pythondialog,21176
pdfrw2,21162
enigma-workflow-14,21162
powershap,21161
simple-dwd-weatherforecast,21161
pysen,21156
openedx-events,21152
pypushdeer,21146
django-tagging,21128
aiochannel,21123
minimalmodbus,21110
dbt-glue,21097
protoletariat,21095
pytest-faker,21092
jinja2-strcase,21090
Flask-SeaSurf,21087
taskiq,21077
pyats.topology,21076
redisvl,21073
