confuser_pkg,target_pkg,signals
qnicorn,unicorn,Character Replaced: q
tpunicorn,unicorn, Mutated package with prefix/suffix generated: tpunicorn
evilunicorn,unicorn, Mutated package with prefix/suffix generated: evilunicorn
unicoin,unicorn,Character Replaced: i
nbunicorn,unicorn, Mutated package with prefix/suffix generated: nbunicorn
unicron,unicorn,Letters Swapped
unicornhat,unicorn, Mutated package with prefix/suffix generated: unicornhat
unicorn-sdk,unicorn, Mutated package with prefix/suffix generated: unicorn-sdk
unicorner,unicorn, Mutated package with prefix/suffix generated: unicorner
unicorm,unicorn,Ascii Homoglpyh: n => m;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
django-unicorn,unicorn, Mutated package with prefix/suffix generated: django-unicorn
unicor,unicorn,Character Removed: 6 ('n')
unicorn-banner,unicorn, Mutated package with prefix/suffix generated: unicorn-banner
unicorn-tracer,unicorn, Mutated package with prefix/suffix generated: unicorn-tracer
funicorn,unicorn,Character Added: f, Mutated package with prefix/suffix generated: funicorn
unicornclient,unicorn, Mutated package with prefix/suffix generated: unicornclient
netunicorn,unicorn, Mutated package with prefix/suffix generated: netunicorn
unicorncommon,unicorn, Mutated package with prefix/suffix generated: unicorncommon
python-unicorn,unicorn, Mutated package with prefix/suffix generated: python-unicorn
pyunicorn,unicorn, Mutated package with prefix/suffix generated: pyunicorn
unicore,unicorn,Character Replaced: e
aws-cdk-cx-api,aws-cdk.cx-api,Character Replaced: -;Separator Changed: . => -
distribution-gb,distribution, Mutated package with prefix/suffix generated: distribution-gb
distribution-s,distribution, Mutated package with prefix/suffix generated: distribution-s
distribution-calc,distribution, Mutated package with prefix/suffix generated: distribution-calc
pydistribution,distribution, Mutated package with prefix/suffix generated: pydistribution
distributiongaussian,distribution, Mutated package with prefix/suffix generated: distributiongaussian
aka-distribution,distribution, Mutated package with prefix/suffix generated: aka-distribution
general-distribution,distribution, Mutated package with prefix/suffix generated: general-distribution
statisticdistribution,distribution, Mutated package with prefix/suffix generated: statisticdistribution
make-distribution,distribution, Mutated package with prefix/suffix generated: make-distribution
distribution-models,distribution, Mutated package with prefix/suffix generated: distribution-models
gbdistribution,distribution, Mutated package with prefix/suffix generated: gbdistribution
simple-distribution,distribution, Mutated package with prefix/suffix generated: simple-distribution
alexdistribution,distribution, Mutated package with prefix/suffix generated: alexdistribution
bgdistribution,distribution, Mutated package with prefix/suffix generated: bgdistribution
distributionscc,distribution, Mutated package with prefix/suffix generated: distributionscc
distribution-project,distribution, Mutated package with prefix/suffix generated: distribution-project
distribution-package,distribution, Mutated package with prefix/suffix generated: distribution-package
normal-distribution,distribution, Mutated package with prefix/suffix generated: normal-distribution
distribution-calculator,distribution, Mutated package with prefix/suffix generated: distribution-calculator
distribution-helper,distribution, Mutated package with prefix/suffix generated: distribution-helper
distributionset,distribution, Mutated package with prefix/suffix generated: distributionset
distribution-statistics,distribution, Mutated package with prefix/suffix generated: distribution-statistics
test-distribution,distribution, Mutated package with prefix/suffix generated: test-distribution
distributions1,distribution, Mutated package with prefix/suffix generated: distributions1
distributio,distribution,Character Removed: 11 ('n')
distributions2,distribution, Mutated package with prefix/suffix generated: distributions2
distributions3,distribution, Mutated package with prefix/suffix generated: distributions3
distribution-basics,distribution, Mutated package with prefix/suffix generated: distribution-basics
distributionsyntax,distribution, Mutated package with prefix/suffix generated: distributionsyntax
distribution-combo,distribution, Mutated package with prefix/suffix generated: distribution-combo
datadistribution,distribution, Mutated package with prefix/suffix generated: datadistribution
distribution-pack,distribution, Mutated package with prefix/suffix generated: distribution-pack
stats-distribution,distribution, Mutated package with prefix/suffix generated: stats-distribution
simulatedistribution,distribution, Mutated package with prefix/suffix generated: simulatedistribution
abcd-distribution,distribution, Mutated package with prefix/suffix generated: abcd-distribution
nik-distribution,distribution, Mutated package with prefix/suffix generated: nik-distribution
gaussian-distribution,distribution, Mutated package with prefix/suffix generated: gaussian-distribution
gb-distribution,distribution, Mutated package with prefix/suffix generated: gb-distribution
distribution-algebra,distribution, Mutated package with prefix/suffix generated: distribution-algebra
distribution-classes,distribution, Mutated package with prefix/suffix generated: distribution-classes
distributions,distribution,Character Added: s;Containing Character Added: s, Mutated package with prefix/suffix generated: distributions;Suffix Added: s
tidydistribution,distribution, Mutated package with prefix/suffix generated: tidydistribution
distribution-pkg,distribution, Mutated package with prefix/suffix generated: distribution-pkg
easy-distribution,distribution, Mutated package with prefix/suffix generated: easy-distribution
distribution-probability,distribution, Mutated package with prefix/suffix generated: distribution-probability
plone-distribution,distribution, Mutated package with prefix/suffix generated: plone-distribution
distributionsss,distribution, Mutated package with prefix/suffix generated: distributionsss
distributionsx,distribution, Mutated package with prefix/suffix generated: distributionsx
distribution-fun,distribution, Mutated package with prefix/suffix generated: distribution-fun
distribution-function,distribution, Mutated package with prefix/suffix generated: distribution-function
ptdistribution,distribution, Mutated package with prefix/suffix generated: ptdistribution
redistribution,distribution, Mutated package with prefix/suffix generated: redistribution
wsl-distribution,distribution, Mutated package with prefix/suffix generated: wsl-distribution
calc-distribution,distribution, Mutated package with prefix/suffix generated: calc-distribution
prodistribution,distribution, Mutated package with prefix/suffix generated: prodistribution
distributionss,distribution, Mutated package with prefix/suffix generated: distributionss
wj-distribution,distribution, Mutated package with prefix/suffix generated: wj-distribution
distribution-checker,distribution, Mutated package with prefix/suffix generated: distribution-checker
siridistribution,distribution, Mutated package with prefix/suffix generated: siridistribution
cherry-distribution,distribution, Mutated package with prefix/suffix generated: cherry-distribution
simplefib,simplefix,Character Replaced: b
simplefit,simplefix,Character Replaced: t
typed-boto3,types-boto3,Character Replaced: d;Close Letters on QWERTY Keyboard: s => d
features,autogluon.features,Separated Section Removed: 0 ('a')
feupy,flupy,Character Replaced: e
flypy,flupy,Character Replaced: y;Swap Vowel: u => y;Close Letters on QWERTY Keyboard: u => y
flup6,flupy,Character Replaced: 6;Close Letters on QWERTY Keyboard: y => 6
fluxpy,flupy,Character Added: x
fupy,flupy,Character Removed: 1 ('l')
flopy,flupy,Character Replaced: o;Swap Vowel: u => o
flpy,flupy,Character Removed: 2 ('u')
flu,flupy,Suffix Removed: py
flumy,flupy,Character Replaced: m
conflupy,flupy, Mutated package with prefix/suffix generated: conflupy
fluxy,flupy,Character Replaced: x
slupy,flupy,Character Replaced: s
flipy,flupy,Character Replaced: i;Swap Vowel: u => i;Close Letters on QWERTY Keyboard: u => i
circum,circus,Character Replaced: m
circup,circus,Character Replaced: p
preprint,reprint,Character Added: p;Containing Character Added: p
riprint,reprint,Character Replaced: i;Swap Vowel: e => i
deprint,reprint,Character Replaced: d;Close Letters on QWERTY Keyboard: r => d
reprit,reprint,Character Removed: 5 ('n')
beprint,reprint,Character Replaced: b
rprint,reprint,Character Removed: 1 ('e')
repaint,reprint,Character Replaced: a
eprint,reprint,Character Removed: 0 ('r')
openvpn-status-parser,openvpn-status, Mutated package with prefix/suffix generated: openvpn-status-parser
status,openvpn-status,Separated Section Removed: 0 ('o')
extensions,drf-extensions,Separated Section Removed: 0 ('d')
drfextensions,drf-extensions,Character Removed: 3 ('-');Separator Removed -
nbta,nbqa,Character Replaced: t
pbqa,nbqa,Character Replaced: p
shopify-api,shopifyapi,Character Added: -
rules-engine,rule-engine,Character Added: s
rule,rule-engine,Separated Section Removed: 1 ('u')
rulesengine,rule-engine,Character Replaced: s
mcresources,macresources,Character Removed: 1 ('a')
word-distance,Distance, Mutated package with prefix/suffix generated: word-distance
barcode-distance,Distance, Mutated package with prefix/suffix generated: barcode-distance
tsdistance,Distance, Mutated package with prefix/suffix generated: tsdistance
airdistance,Distance, Mutated package with prefix/suffix generated: airdistance
distanceclosure,Distance, Mutated package with prefix/suffix generated: distanceclosure
distancecalc,Distance, Mutated package with prefix/suffix generated: distancecalc
pointdistance,Distance, Mutated package with prefix/suffix generated: pointdistance
distance-reducer,Distance, Mutated package with prefix/suffix generated: distance-reducer
geodistance,Distance, Mutated package with prefix/suffix generated: geodistance
distanceutils,Distance, Mutated package with prefix/suffix generated: distanceutils
gdistance,Distance,Character Added: g, Mutated package with prefix/suffix generated: gdistance
faces-distance,Distance, Mutated package with prefix/suffix generated: faces-distance
distance-locker,Distance, Mutated package with prefix/suffix generated: distance-locker
distance-metrics,Distance, Mutated package with prefix/suffix generated: distance-metrics
gcdistance,Distance, Mutated package with prefix/suffix generated: gcdistance
fast-distance,Distance, Mutated package with prefix/suffix generated: fast-distance
tree-distance,Distance, Mutated package with prefix/suffix generated: tree-distance
node-distance,Distance, Mutated package with prefix/suffix generated: node-distance
distancecontrol,Distance, Mutated package with prefix/suffix generated: distancecontrol
tpdistance,Distance, Mutated package with prefix/suffix generated: tpdistance
string-distance,Distance, Mutated package with prefix/suffix generated: string-distance
gpsdistance,Distance, Mutated package with prefix/suffix generated: gpsdistance
distancematrix,Distance, Mutated package with prefix/suffix generated: distancematrix
distancesensor,Distance, Mutated package with prefix/suffix generated: distancesensor
surface-distance,Distance, Mutated package with prefix/suffix generated: surface-distance
colourdistance,Distance, Mutated package with prefix/suffix generated: colourdistance
dt-distance,Distance, Mutated package with prefix/suffix generated: dt-distance
token-distance,Distance, Mutated package with prefix/suffix generated: token-distance
pydistance,Distance, Mutated package with prefix/suffix generated: pydistance
compute-distance,Distance, Mutated package with prefix/suffix generated: compute-distance
django-distance,Distance, Mutated package with prefix/suffix generated: django-distance
distance-map,Distance, Mutated package with prefix/suffix generated: distance-map
instant-distance,Distance, Mutated package with prefix/suffix generated: instant-distance
max,heapq-max,Separated Section Removed: 0 ('h')
pytest-stepfunctions,stepfunctions, Mutated package with prefix/suffix generated: pytest-stepfunctions
stepfunction,stepfunctions,Character Removed: 12 ('s');Suffix Removed: s
osuclient,osfclient,Character Replaced: u
fq2fa,fqfa,Character Added: 2
qfa,fqfa,Character Removed: 0 ('f')
fifa,fqfa,Character Replaced: i
tmp,setoptconf-tmp,Separated Section Removed: 0 ('s')
aws-assume-role,aws-assume-role-lib,Separated Section Removed: 3 ('-')
recordclasses,recordclass, Mutated package with prefix/suffix generated: recordclasses
pytest-breakword,breakword, Mutated package with prefix/suffix generated: pytest-breakword
pyutils,Py-Meta-Utils,Separated Section Removed: 1 ('y')
http,dvc-http,Separated Section Removed: 0 ('d')
dank,dane,Character Replaced: k
dace,dane,Character Replaced: c
dave,dane,Character Replaced: v
vane,dane,Character Replaced: v;Close Letters on QWERTY Keyboard: d => v
cane,dane,Bit Flips: Byte 0, Bit 2;Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
dtne,dane,Character Replaced: t
daner,dane,Character Added: r, Mutated package with prefix/suffix generated: daner;Close Letters on QWERTY Keyboard, added to end: dane => r
dana,dane,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
jane,dane,Character Replaced: j
dante,dane,Character Added: t
dyne,dane,Character Replaced: y;Swap Vowel: a => y
daze,dane,Character Replaced: z
ane,dane,Character Removed: 0 ('d')
dafne,dane,Character Added: f
dance,dane,Character Added: c
bane,dane,Ascii Homoglpyh: d => b;Character Replaced: b
pane,dane,Ascii Homoglpyh: d => p;Character Replaced: p
danecode,dane, Mutated package with prefix/suffix generated: danecode
danb,dane,Character Replaced: b
done,dane,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
haldane,dane, Mutated package with prefix/suffix generated: haldane
dame,dane,Ascii Homoglpyh: n => m;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
hane,dane,Character Replaced: h
dsne,dane,Character Replaced: s;Close Letters on QWERTY Keyboard: a => s
dae,dane,Character Removed: 2 ('n')
wane,dane,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
dan,dane,Character Removed: 3 ('e')
extension,extension-helpers,Separated Section Removed: 1 ('x')
znakes,SNAKES,Character Replaced: z;Close Letters on QWERTY Keyboard: s => z
snakey,SNAKES,Character Replaced: y
snaked,SNAKES,Character Replaced: d;Close Letters on QWERTY Keyboard: s => d
markdown-table,py-markdown-table,Separated Section Removed: 0 ('p')
pytable,py-markdown-table,Separated Section Removed: 1 ('y')
cmap,mcap,Letters Swapped
mcp,mcap,Character Removed: 2 ('a')
mcapi,mcap,Character Added: i, Mutated package with prefix/suffix generated: mcapi
mzap,mcap,Character Replaced: z
mcup,mcap,Character Replaced: u;Swap Vowel: a => u
mtap,mcap,Character Replaced: t
mcat,mcap,Character Replaced: t
mccp,mcap,Letter Duplicated and Replaced: c;Character Replaced: c
ecap,mcap,Character Replaced: e
mcsp,mcap,Character Replaced: s;Close Letters on QWERTY Keyboard: a => s
simcap,mcap, Mutated package with prefix/suffix generated: simcap
map,mcap,Character Removed: 1 ('c')
mca,mcap,Character Removed: 3 ('p')
scap,mcap,Character Replaced: s
vcap,mcap,Character Replaced: v
mocap,mcap,Character Added: o
mcaption,mcap, Mutated package with prefix/suffix generated: mcaption
normcap,mcap, Mutated package with prefix/suffix generated: normcap
mclp,mcap,Character Replaced: l
wcap,mcap,Character Replaced: w
cap,mcap,Character Removed: 0 ('m')
mcav,mcap,Character Replaced: v
tcap,mcap,Character Replaced: t
mcpp,mcap,Character Replaced: p
mcae,mcap,Character Replaced: e
mcapy,mcap,Character Added: y, Mutated package with prefix/suffix generated: mcapy
tcd,tcod,Character Removed: 2 ('o')
tcom,tcod,Character Replaced: m
tsod,tcod,Character Replaced: s;Close Letters on QWERTY Keyboard: c => s
tmod,tcod,Character Replaced: m
tcoi,tcod,Character Replaced: i
tco,tcod,Character Removed: 3 ('d')
tcod-ec,tcod, Mutated package with prefix/suffix generated: tcod-ec
tcod-ecs,tcod, Mutated package with prefix/suffix generated: tcod-ecs
tod,tcod,Character Removed: 1 ('c')
tcol,tcod,Character Replaced: l
twod,tcod,Character Replaced: w
tvod,tcod,Character Replaced: v;Close Letters on QWERTY Keyboard: c => v
tcmd,tcod,Character Replaced: m
cod,tcod,Character Removed: 0 ('t')
scod,tcod,Bit Flips: Byte 0, Bit 2;Character Replaced: s
herald,blinker-herald,Separated Section Removed: 0 ('b')
scpilib,sspilib,Character Replaced: c;Close Letters on QWERTY Keyboard: s => c
simplify,flake8-simplify,Separated Section Removed: 0 ('f')
opengraph,sphinxext-opengraph,Separated Section Removed: 0 ('s')
app-store,app-store-scraper,Separated Section Removed: 2 ('p')
app-store-scrapr,app-store-scraper,Character Removed: 15 ('e')
avdev,evdev,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
libevdev,evdev, Mutated package with prefix/suffix generated: libevdev
local,awscli-local,Separated Section Removed: 0 ('a')
yadisk-api,yadisk, Mutated package with prefix/suffix generated: yadisk-api
yadisk-async,yadisk, Mutated package with prefix/suffix generated: yadisk-async
pyyadisk,yadisk, Mutated package with prefix/suffix generated: pyyadisk
yadism,yadisk,Character Replaced: m;Close Letters on QWERTY Keyboard: k => m
backup,android-backup,Separated Section Removed: 0 ('a')
owlml,owlrl,Character Replaced: m
defconf,defcon,Character Added: f;Containing Character Added: f, Mutated package with prefix/suffix generated: defconf
dfcon,defcon,Character Removed: 1 ('e')
defcon-utils,defcon, Mutated package with prefix/suffix generated: defcon-utils
decon,defcon,Character Removed: 2 ('f')
bitlocate,locate, Mutated package with prefix/suffix generated: bitlocate
pylocate,locate, Mutated package with prefix/suffix generated: pylocate
relocate,locate, Mutated package with prefix/suffix generated: relocate
maclocate,locate, Mutated package with prefix/suffix generated: maclocate
locatebash,locate, Mutated package with prefix/suffix generated: locatebash
glocate,locate,Character Added: g, Mutated package with prefix/suffix generated: glocate
openlocate,locate, Mutated package with prefix/suffix generated: openlocate
plocate,locate,Character Added: p, Mutated package with prefix/suffix generated: plocate;Double hit character: p
iplocate,locate, Mutated package with prefix/suffix generated: iplocate
locatedb,locate, Mutated package with prefix/suffix generated: locatedb
issuelocate,locate, Mutated package with prefix/suffix generated: issuelocate
geolocate,locate, Mutated package with prefix/suffix generated: geolocate
radlocate,locate, Mutated package with prefix/suffix generated: radlocate
nplocate,locate, Mutated package with prefix/suffix generated: nplocate
locate-me,locate, Mutated package with prefix/suffix generated: locate-me
kollocate,locate, Mutated package with prefix/suffix generated: kollocate
partpy,party,Character Added: p;Containing Character Added: p
pary,party,Character Removed: 3 ('t')
partyai,party, Mutated package with prefix/suffix generated: partyai
parts,party,Character Replaced: s
houseparty,party, Mutated package with prefix/suffix generated: houseparty
pieparty,party, Mutated package with prefix/suffix generated: pieparty
part2,party,Character Replaced: 2
pyparty,party, Mutated package with prefix/suffix generated: pyparty
partybus,party, Mutated package with prefix/suffix generated: partybus
partysig,party, Mutated package with prefix/suffix generated: partysig
rtsparty,party, Mutated package with prefix/suffix generated: rtsparty
multiparty,party, Mutated package with prefix/suffix generated: multiparty
parth,party,Character Replaced: h;Close Letters on QWERTY Keyboard: y => h
wsgi-party,party, Mutated package with prefix/suffix generated: wsgi-party
meshparty,party, Mutated package with prefix/suffix generated: meshparty
partycls,party, Mutated package with prefix/suffix generated: partycls
partypi,party, Mutated package with prefix/suffix generated: partypi
partypy,party, Mutated package with prefix/suffix generated: partypy;Suffix Added: py
slug-party,party, Mutated package with prefix/suffix generated: slug-party
porty,party,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
copyparty,party, Mutated package with prefix/suffix generated: copyparty
darty,party,Ascii Homoglpyh: p => d;Character Replaced: d
partx,party,Character Replaced: x
partycool,party, Mutated package with prefix/suffix generated: partycool
emojis-list,emojis, Mutated package with prefix/suffix generated: emojis-list
randomemojis,emojis, Mutated package with prefix/suffix generated: randomemojis
emodjis,emojis,Character Added: d
emojix,emojis,Character Replaced: x;Close Letters on QWERTY Keyboard: s => x
emojislib,emojis, Mutated package with prefix/suffix generated: emojislib
emojins,emojis,Character Added: n
emojifs,emojis,Character Added: f
emojit,emojis,Character Replaced: t
emoji2,emojis,Character Replaced: 2
pytdi,pyftdi,Character Removed: 2 ('f')
pyftdc,pyftdi,Character Replaced: c
flask-aerospike,aerospike, Mutated package with prefix/suffix generated: flask-aerospike
bc-aerospike,aerospike, Mutated package with prefix/suffix generated: bc-aerospike
datadog-aerospike,aerospike, Mutated package with prefix/suffix generated: datadog-aerospike
aerospike-rest,aerospike, Mutated package with prefix/suffix generated: aerospike-rest
aerospike-vector,aerospike, Mutated package with prefix/suffix generated: aerospike-vector
aioaerospike,aerospike, Mutated package with prefix/suffix generated: aioaerospike
easyaerospike,aerospike, Mutated package with prefix/suffix generated: easyaerospike
nnef,nncf,Character Replaced: e
nnc,nncf,Character Removed: 3 ('f')
nnf,nncf,Character Removed: 2 ('c')
nvcf,nncf,Character Replaced: v
nnfc,nncf,Letters Swapped
nacf,nncf,Character Replaced: a
nnrf,nncf,Character Replaced: r
nnpf,nncf,Character Replaced: p
nnff,nncf,Character Replaced: f;Close Letters on QWERTY Keyboard: c => f
djangorestframework-camel-case2,djangorestframework-camel-case,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: djangorestframework-camel-case => 2;Suffix Added: 2
aws-cdk.aws-dms,aws-cdk.aws-kms,Character Replaced: d
aws-cdk.aws-fms,aws-cdk.aws-kms,Character Replaced: f
django-json,django-json-widget,Separated Section Removed: 2 ('a')
asn1tool,asn1, Mutated package with prefix/suffix generated: asn1tool
hat-asn1,asn1, Mutated package with prefix/suffix generated: hat-asn1
jasn1,asn1,Character Added: j, Mutated package with prefix/suffix generated: jasn1
crowdstrike-falconpy-dev,crowdstrike-falconpy, Mutated package with prefix/suffix generated: crowdstrike-falconpy-dev
crowdstrike,crowdstrike-falconpy,Separated Section Removed: 1 ('r')
crowdstrike-falconpy-tools,crowdstrike-falconpy, Mutated package with prefix/suffix generated: crowdstrike-falconpy-tools
docxcompose2,docxcompose,Character Added: 2, Mutated package with prefix/suffix generated: docxcompose2;Close Letters on QWERTY Keyboard, added to end: docxcompose => 2;Suffix Added: 2
stubs,kubernetes-stubs,Separated Section Removed: 0 ('k')
guardian,django-guardian,Separated Section Removed: 0 ('d')
feature-engineering,databricks-feature-engineering,Separated Section Removed: 0 ('d')
django-user,django-user-agents,Separated Section Removed: 2 ('a')
django-useragents,django-user-agents,Character Removed: 11 ('-')
mypy-boto3-codestar,mypy-boto3-codestar-connections,Separated Section Removed: 3 ('y')
log-request-id,django-log-request-id,Separated Section Removed: 0 ('d')
konlp,konlpy,Character Removed: 5 ('y')
ekonlpy,konlpy,Character Added: e
aws-s3,aws-cdk.aws-s3,Separated Section Removed: 0 ('a')
sqlformatter,sql-formatter,Character Removed: 3 ('-');Separator Removed -
formatter,sql-formatter,Separated Section Removed: 0 ('s')
sql,sql-formatter,Separated Section Removed: 1 ('q')
mypypi,mypy-boto3-pi,Separated Section Removed: 1 ('y')
elevenlabslib,elevenlabs, Mutated package with prefix/suffix generated: elevenlabslib
elevenlabs-bulk,elevenlabs, Mutated package with prefix/suffix generated: elevenlabs-bulk
elevenlab,elevenlabs,Character Removed: 9 ('s');Suffix Removed: s
elevenlabs-s3,elevenlabs, Mutated package with prefix/suffix generated: elevenlabs-s3
py-deprecate,pyDeprecate,Character Added: -
mypy-boto3-codestar,mypy-boto3-codestar-notifications,Separated Section Removed: 3 ('y')
anydata,anndata,Character Replaced: y
onnxscript-preview,onnxscript, Mutated package with prefix/suffix generated: onnxscript-preview
labmate,labmaze,Character Replaced: t
ores,oras,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
olas,oras,Character Replaced: l
oas,oras,Character Removed: 1 ('r')
storas,oras, Mutated package with prefix/suffix generated: storas
ora,oras,Character Removed: 3 ('s');Suffix Removed: s
omas,oras,Character Replaced: m
orcas,oras,Character Added: c
horas,oras,Character Added: h, Mutated package with prefix/suffix generated: horas
orkas,oras,Character Added: k
oaas,oras,Character Replaced: a
ras,oras,Character Removed: 0 ('o')
quoras,oras, Mutated package with prefix/suffix generated: quoras
gras,oras,Character Replaced: g
loras,oras,Character Added: l, Mutated package with prefix/suffix generated: loras;Double hit character: l
agoras,oras, Mutated package with prefix/suffix generated: agoras
orats,oras,Character Added: t
orgs,oras,Character Replaced: g
oris,oras,Character Replaced: i;Swap Vowel: a => i
sras,oras,Character Replaced: s
ors,oras,Character Removed: 2 ('a')
coras,oras,Character Added: c, Mutated package with prefix/suffix generated: coras
eras,oras,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
aioqui,aioquic,Character Removed: 6 ('c')
lucupy,LucoPy,Character Replaced: u;Swap Vowel: o => u
ducopy,LucoPy,Character Replaced: d
qucopy,LucoPy,Character Replaced: q
ludopy,LucoPy,Character Replaced: d;Close Letters on QWERTY Keyboard: c => d
cucopy,LucoPy,Bit Flips: Byte 0, Bit 3;Character Replaced: c
lucipy,LucoPy,Character Replaced: i;Swap Vowel: o => i;Close Letters on QWERTY Keyboard: o => i
luccpy,LucoPy,Ascii Homoglpyh: o => c;Letter Duplicated and Replaced: c;Character Replaced: c
ucopy,LucoPy,Character Removed: 0 ('l')
locopy,LucoPy,Character Replaced: o;Swap Vowel: u => o
django-elasticsearch,django-elasticsearch-dsl,Separated Section Removed: 2 ('a')
python-sdk,smartystreets-python-sdk,Separated Section Removed: 0 ('s')
pdpp,pdbp,Ascii Homoglpyh: b => p;Character Replaced: p
pbp,pdbp,Character Removed: 1 ('d')
gdbp,pdbp,Ascii Homoglpyh: p => g;Character Replaced: g
pnbp,pdbp,Character Replaced: n
pdep,pdbp,Character Replaced: e
pdbe,pdbp,Character Replaced: e
dbp,pdbp,Character Removed: 0 ('p')
pdbpy,pdbp,Character Added: y
pdp,pdbp,Character Removed: 2 ('b')
odbp,pdbp,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: o;Close Letters on QWERTY Keyboard: p => o
pdbi,pdbp,Character Replaced: i
pybp,pdbp,Character Replaced: y
pdbx,pdbp,Character Replaced: x
pdip,pdbp,Character Replaced: i
pdfp,pdbp,Character Replaced: f;Close Letters on QWERTY Keyboard: b => f
py-multiaddr,multiaddr, Mutated package with prefix/suffix generated: py-multiaddr
db-env,dm-env,Character Replaced: b
env,dm-env,Separated Section Removed: 0 ('d')
dm,dm-env,Separated Section Removed: 1 ('m')
func2argparse,func-argparse,Character Replaced: 2
funcargparse,func-argparse,Character Removed: 4 ('-');Separator Removed -
nibarchive,libarchive,Character Replaced: n
flake8-rst,flake8-rst-docstrings,Separated Section Removed: 2 ('a')
lambda-typing,aws-lambda-typing,Separated Section Removed: 0 ('a')
aws-lambda,aws-lambda-typing,Separated Section Removed: 2 ('s')
pysharkfeat,pyshark, Mutated package with prefix/suffix generated: pysharkfeat
py3shark,pyshark,Character Added: 3
pyshark-parser,pyshark, Mutated package with prefix/suffix generated: pyshark-parser
pyshard,pyshark,Character Replaced: d
pysbark,pyshark,Ascii Homoglpyh: h => b;Character Replaced: b;Close Letters on QWERTY Keyboard: h => b
pysharek,pyshark,Character Added: e
pyshark-legacy,pyshark, Mutated package with prefix/suffix generated: pyshark-legacy
scapyshark,pyshark, Mutated package with prefix/suffix generated: scapyshark
pysharp,pyshark,Character Replaced: p
stubs,pyarrow-stubs,Separated Section Removed: 0 ('p')
django-cq,django-rq,Character Replaced: c
django-ra,django-rq,Ascii Homoglpyh: q => a;Character Replaced: a;Close Letters on QWERTY Keyboard: q => a
django-pq,django-rq,Character Replaced: p
django-rql,django-rq,Character Added: l
django-rt,django-rq,Character Replaced: t
django-qr,django-rq,Letters Swapped
commandlinetools,linetools, Mutated package with prefix/suffix generated: commandlinetools
line-tools,linetools,Character Added: -
finetools,linetools,Character Replaced: f
linktools,linetools,Character Replaced: k
delicate,delocate,Character Replaced: i;Swap Vowel: o => i;Close Letters on QWERTY Keyboard: o => i
relocate,delocate,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
fernet-files,fernet, Mutated package with prefix/suffix generated: fernet-files
fernet-cli,fernet, Mutated package with prefix/suffix generated: fernet-cli
ferret,fernet,Ascii Homoglpyh: n => r;Letter Duplicated and Replaced: r;Character Replaced: r
fennet,fernet,Ascii Homoglpyh: r => n;Character Replaced: n
transfernet,fernet, Mutated package with prefix/suffix generated: transfernet
ferne,fernet,Character Removed: 5 ('t')
feret,fernet,Character Removed: 3 ('n')
fernetcrypt,fernet, Mutated package with prefix/suffix generated: fernetcrypt
djfernet,fernet, Mutated package with prefix/suffix generated: djfernet
rfernet,fernet,Character Added: r;Containing Character Added: r, Mutated package with prefix/suffix generated: rfernet;Double hit character: r
experimental,haystack-experimental,Separated Section Removed: 0 ('h')
haystack,haystack-experimental,Separated Section Removed: 1 ('a')
whill,wmill,Character Replaced: h;Close Letters on QWERTY Keyboard: m => h
will,wmill,Character Removed: 1 ('m')
sawmill,wmill, Mutated package with prefix/suffix generated: sawmill
mypy-boto3-macie,mypy-boto3-macie2,Character Removed: 16 ('2');Suffix Removed: 2
pycpdf,pycldf,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
nightly,keras-nightly,Separated Section Removed: 0 ('k')
tgo,gto,Letters Swapped
rto,gto,Character Replaced: r;Close Letters on QWERTY Keyboard: g => r
gtp,gto,Character Replaced: p;Close Letters on QWERTY Keyboard: o => p
wto,gto,Character Replaced: w
glo,gto,Character Replaced: l
gt,gto,Character Removed: 2 ('o')
gtr,gto,Character Replaced: r
go,gto,Character Removed: 1 ('t')
hto,gto,Bit Flips: Byte 0, Bit 3;Character Replaced: h;Close Letters on QWERTY Keyboard: g => h
gtb,gto,Character Replaced: b
guto,gto,Character Added: u
gito,gto,Character Added: i
to,gto,Character Removed: 0 ('g')
uto,gto,Character Replaced: u
gdo,gto,Character Replaced: d
pto,gto,Ascii Homoglpyh: g => p;Character Replaced: p
vto,gto,Character Replaced: v;Close Letters on QWERTY Keyboard: g => v
got,gto,Letters Swapped
gtfo,gto,Character Added: f
gco,gto,Character Replaced: c
lto,gto,Character Replaced: l
jto,gto,Character Replaced: j
